time,species,name,control,nitrogen,watercontrol,HighLowRatio,term,df,sumsq,meansq,statistic,p.value,significant
D,Ihyb,b-myrcene,16082.961702127659,15850.941978928298,7564.372340425532,47.72191047372043,treatment,2,3183019313.4721475,1591509656.7360737,0.31906653976903093,0.7283258156646584,FALSE
D,Ihyb,(E)-b-ocimene,8956.559399732758,17221.3924726306,16699.965602836877,96.97221423515893,treatment,2,1234439136734.3804,617219568367.1902,0.5022838423935945,0.6082286536703236,FALSE
D,Ihyb,a-pinene,195932.7898808658,286279.50731872284,107133.55851063831,37.42271303805325,treatment,2,61436631878.11124,30718315939.05562,0.40189207724690085,0.671238062875471,FALSE
D,Ihyb,(E)-4-oxohex-2-enal,10210.203998355431,9139.325838548528,3663.070921985816,40.0803186875715,treatment,2,15292475.504200935,7646237.752100468,0.06911710001657714,0.9333082100509221,FALSE
D,Ihyb,(E)-hex-2-enal,2647.9229314420804,4930.298620501352,1774.0744680851062,35.98310375578638,treatment,2,6407956.321664155,3203978.1608320777,0.18123008777080532,0.834800017936288,FALSE
D,Ihyb,"(4E,6Z)-alloocimene",455.35602836879434,706.010204782562,494.0248226950355,69.97417591820587,treatment,2,419178299.79203355,209589149.89601678,0.5563057299099733,0.576901406804518,FALSE
D,Ihyb,cosmene,879.7640661938533,1746.8829725535088,485.6666666666667,27.801900544988577,treatment,2,158190919.94189197,79095459.97094598,1.0437839186071074,0.3598163463490906,FALSE
D,Ihyb,verbenone,322.9723404255319,689.9166666666666,484.4609929078014,70.22021880533418,treatment,2,3540807.7030952317,1770403.8515476158,1.1920446848451571,0.31224945142617627,FALSE
D,Ihyb,b-caryophyllene,50972.54743550211,12650.00302826607,4287.86524822695,33.89615985581852,treatment,2,13630307068.544262,6815153534.272131,1.1534525830350904,0.32396373723879046,FALSE
D,Ihyb,linalool,1283.5555555555554,341.578125,1633.3333333333335,478.1726971928702,treatment,2,16616964.31750583,8308482.158752915,0.10772276727056082,0.8980885218509136,FALSE
D,Ihyb,(Z)-b-ocimene,3531.423766525676,5821.4074850032775,8524.383687943262,146.43166124177378,treatment,2,11157473414.908106,5578736707.454053,0.5425543298230842,0.5847130179878366,FALSE
D,Ihyb,a-farnesene,13225.16879432624,24884.249833711277,7424.840425531915,29.83750956990196,treatment,2,634563609129.5217,317281804564.76086,1.4994839129594937,0.23330994253279655,FALSE
D,Ihyb,"p-mentha-1,3,8-triene",519.5264730808689,988.7083465519036,169.33333333333334,17.126722346774887,treatment,2,144688769.828229,72344384.9141145,0.5638545449322147,0.5726594872289239,FALSE
D,Ihyb,3-Furaldehyde,19143.544170220524,16796.40211554939,12580.981914893617,74.9028382884849,treatment,2,340603846.7167688,170301923.3583844,2.664077511789013,0.07974299104969688,FALSE
D,Ihyb,"tricyclo[5.2.1.02,6]dec-2-ene",0,244.3915513833992,0,0,treatment,2,12092741.786220057,6046370.8931100285,0.2651982247466998,0.768147742849242,FALSE
D,Ihyb,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",5392.20756501182,3259.4175271739127,2081.3297872340427,63.855881300321336,treatment,2,172119109.35484454,86059554.67742227,0.5841168120677783,0.5614332258461321,FALSE
D,Ihyb,"(3E)-4,8-dimethylnona-1,3,7-triene",5772.626669342968,4518.432134618496,1578.0670212765958,34.92510176674008,treatment,2,66494567.04641167,33247283.523205835,1.2359221990389833,0.2994646468796052,FALSE
D,Ihyb,2-Decanone,9771.689600435966,9938.645436991697,9114.370567375887,91.70636607532195,treatment,2,59513665.20560008,29756832.60280004,0.8802566721557964,0.4211306262328167,FALSE
D,Ihyb,D-limonene,26653.77584153193,29306.421071717898,22301.493617021275,76.0976359496291,treatment,2,764958174.9111714,382479087.4555857,0.21976282414194775,0.8034960158961861,FALSE
D,Ihyb,a-terpineol,710.7139479905438,371.2,715.3333333333333,192.70833333333331,treatment,2,39023841.570121616,19511920.785060808,1.2505120970298689,0.29533522339657853,FALSE
D,Ihyb,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",1062.1503032171859,326.34873764822134,89.6063829787234,27.457248226071627,treatment,2,23540802.367916435,11770401.183958218,1.0683761101764442,0.3514325521728257,FALSE
D,Ihyb,"Benzenebutanoic acid, .gamma.-oxo-",40719.77234255881,32673.02372007233,58196.662765957444,178.1183867907669,treatment,2,4640825010.186766,2320412505.093383,0.503493870589597,0.6075079100343417,FALSE
D,Ihyb,(E)-hex-3-en-1-ol,37189.79787234043,6362.631301357395,252.66666666666666,3.97110338002397,treatment,2,3678161125.5652084,1839080562.7826042,1.0616030660225302,0.3537210821292745,FALSE
D,Ihyb,"2,6-Octadienal, 3,7-dimethyl-, (E)-",0,288.1333333333334,793,275.21980564553445,treatment,2,30676900.681993254,15338450.340996627,0.5122936794806997,0.602293040480979,FALSE
D,Ihyb,indole,2670.568404905001,2474.722067092673,2893.0712765957446,116.90489671814144,treatment,2,11581127.814472932,5790563.907236466,1.1183652837578997,0.33501127856119617,FALSE
D,Lagg,b-myrcene,39427.884172903876,18229.222222222223,30473.09180457053,167.1661655834251,treatment,2,15291122900.686138,7645561450.343069,1.564651304986569,0.21638705991013113,FALSE
D,Lagg,(E)-b-ocimene,7445.245513413506,45896.444444444445,19491.601654846334,42.46865283527579,treatment,2,1721150448407.9043,860575224203.9521,0.9669001703751067,0.385279782478306,FALSE
D,Lagg,a-pinene,367189.0194572926,96534.88888888889,393128.12529550825,407.2394238190883,treatment,2,102038841910.41379,51019420955.206894,0.27502210938977756,0.760372217480819,FALSE
D,Lagg,(E)-4-oxohex-2-enal,31698.932788803857,22982,9381.822892040978,40.82248234288129,treatment,2,1573408001.532246,786704000.766123,0.6043187438570062,0.5492723528988785,FALSE
D,Lagg,(E)-hex-2-enal,14408.87919925434,10784.888888888889,5031.355594956659,46.65190014280262,treatment,2,317859290.89753675,158929645.44876838,0.5925084586499642,0.5556875415035849,FALSE
D,Lagg,"(4E,6Z)-alloocimene",490.24481610742015,1018.8888888888889,1143.4659180457054,112.22675313425681,treatment,2,340102229.871746,170051114.935873,0.7975566666544166,0.45447821338185557,FALSE
D,Lagg,cosmene,1337.439239761164,2612.1111111111113,2656.324074074074,101.69261417613112,treatment,2,33845062.98029644,16922531.49014822,0.48163393505476254,0.6198051334928214,FALSE
D,Lagg,verbenone,1739.5896679561574,380.22222222222223,509.70252167060676,134.05384848145707,treatment,2,524736.1443330755,262368.07216653775,0.04593077054852297,0.9551368415009642,FALSE
D,Lagg,b-caryophyllene,31413.319586241698,9004.333333333332,26171.045311268717,290.649450019643,treatment,2,330696119.0972998,165348059.5486499,0.05680393826106265,0.9448227903232722,FALSE
D,Lagg,linalool,2787.339780786589,1582.5555555555554,2473.191489361702,156.27833605459048,treatment,2,45170998.93246277,22585499.466231383,0.6310615290801203,0.5350260303718494,FALSE
D,Lagg,(Z)-b-ocimene,4820.197840103159,7339.111111111111,9778.084909377463,133.23255039120264,treatment,2,10208580087.656704,5104290043.828352,0.7807501887398157,0.46200969295112504,FALSE
D,Lagg,a-farnesene,3240.7566731141196,108831,7466.3829787234035,6.860529608956459,treatment,2,420135091783.908,210067545891.954,1.3424517537092282,0.2678451350138101,FALSE
D,Lagg,"p-mentha-1,3,8-triene",1011.3762516469037,1045.7777777777778,715.5277777777777,68.42063323416913,treatment,2,66600984.40327226,33300492.20163613,0.44545049688360483,0.6423386245120362,FALSE
D,Lagg,3-Furaldehyde,22888.314459114736,17559,20466.051615445234,116.55590646076219,treatment,2,24323241.51336211,12161620.756681055,0.10244033920295899,0.9027670642647956,FALSE
D,Lagg,"tricyclo[5.2.1.02,6]dec-2-ene",249.3588932806324,120.88888888888889,182.51851851851853,150.98039215686276,treatment,2,14038193.13822457,7019096.569112285,0.37902858575289816,0.6859222749187397,FALSE
D,Lagg,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",497.0098001289491,1195.1111111111109,2972.0567375886526,248.68455409350946,treatment,2,49206736.83762221,24603368.418811105,0.28137919658094557,0.7555916746946881,FALSE
D,Lagg,"(3E)-4,8-dimethylnona-1,3,7-triene",5530.502872620749,3621.5555555555557,5073.396178092987,140.08886789849936,treatment,2,17709976.443720445,8854988.221860223,0.26936350632061856,0.7646536676611899,FALSE
D,Lagg,2-Decanone,10151.59189372915,8169.444444444444,12819.026201733648,156.91429556695385,treatment,2,139014719.36741483,69507359.68370742,1.737547424279626,0.18345348336604714,FALSE
D,Lagg,D-limonene,59289.34432834356,28012.777777777777,40686.483648542155,145.2425888332227,treatment,2,1710142901.21013,855071450.605065,0.19409151106119898,0.8240242433933284,FALSE
D,Lagg,a-terpineol,1594.981833599641,1466.4444444444443,522.0141843971631,35.597269734614855,treatment,2,6848916.288923327,3424458.1444616634,0.8289068277017494,0.440764932446553,FALSE
D,Lagg,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",747.8710144927536,354.6666666666667,110.96296296296296,31.286549707602333,treatment,2,19201737.504683983,9600868.752341991,1.4479978539560316,0.24199303327705662,FALSE
D,Lagg,"Benzenebutanoic acid, .gamma.-oxo-",50446.575807333276,48534.11111111111,38790.23601260835,79.92365601134487,treatment,2,99904477094.12291,49952238547.061455,2.1386834247184265,0.12544516241335552,FALSE
D,Lagg,(E)-hex-3-en-1-ol,42570.77862038517,62415.66666666666,37910.24566587865,60.73834934478841,treatment,2,1319559981.3987155,659779990.6993577,0.09367767263220242,0.9106901762486785,FALSE
D,Lagg,"2,6-Octadienal, 3,7-dimethyl-, (E)-",0,0,0,NA,treatment,2,2966860.952997607,1483430.4764988036,0.437142413967594,0.6476304576039353,FALSE
D,Lagg,indole,1721.5539707902335,1802,2317.370173364854,128.59989863289977,treatment,2,540467.4022321842,270233.7011160921,0.1703510258553122,0.8437172922839049,FALSE
N,Ihyb,b-myrcene,97933.80575415323,85017.92100536682,77879.87960460749,91.60407439237576,treatment,2,3183019313.4721475,1591509656.7360737,0.31906653976903093,0.7283258156646584,FALSE
N,Ihyb,(E)-b-ocimene,1571591.9477408815,1364788.0750771773,1346597.7601621542,98.66716926626177,treatment,2,1234439136734.3804,617219568367.1902,0.5022838423935945,0.6082286536703236,FALSE
N,Ihyb,a-pinene,301324.38302901207,399874.5569726878,352488.50791988114,88.14977141542838,treatment,2,61436631878.11124,30718315939.05562,0.40189207724690085,0.671238062875471,FALSE
N,Ihyb,(E)-4-oxohex-2-enal,6600.242833237093,4084.168484102988,8140.234792391702,199.31192417933644,treatment,2,15292475.504200935,7646237.752100468,0.06911710001657714,0.9333082100509221,FALSE
N,Ihyb,(E)-hex-2-enal,4258.789028661703,3681.1205474839544,4126.566475096154,112.10082424267964,treatment,2,6407956.321664155,3203978.1608320777,0.18123008777080532,0.834800017936288,FALSE
N,Ihyb,"(4E,6Z)-alloocimene",27157.80421160806,22609.178060966926,23256.07449150824,102.86121162298303,treatment,2,419178299.79203355,209589149.89601678,0.5563057299099733,0.576901406804518,FALSE
N,Ihyb,cosmene,12021.838284645964,9614.755758855968,13353.730424706295,138.88787983414377,treatment,2,158190919.94189197,79095459.97094598,1.0437839186071074,0.3598163463490906,FALSE
N,Ihyb,verbenone,718.418507465822,1504.0579038462492,1427.6241635632678,94.91816504620458,treatment,2,3540807.7030952317,1770403.8515476158,1.1920446848451571,0.31224945142617627,FALSE
N,Ihyb,b-caryophyllene,53304.782734359855,24933.581344970775,21560.12729192683,86.47023864574358,treatment,2,13630307068.544262,6815153534.272131,1.1534525830350904,0.32396373723879046,FALSE
N,Ihyb,linalool,9888.589136128543,10674.282885081164,7688.367141924985,72.02701319327575,treatment,2,16616964.31750583,8308482.158752915,0.10772276727056082,0.8980885218509136,FALSE
N,Ihyb,(Z)-b-ocimene,146039.46089374588,127998.62240150532,130964.29939039786,102.31696008382795,treatment,2,11157473414.908106,5578736707.454053,0.5425543298230842,0.5847130179878366,FALSE
N,Ihyb,a-farnesene,810853.2111764856,508419.438026723,534598.8749630648,105.14918096718517,treatment,2,634563609129.5217,317281804564.76086,1.4994839129594937,0.23330994253279655,FALSE
N,Ihyb,"p-mentha-1,3,8-triene",16695.362206514954,14377.664472884873,15267.2962218108,106.18759570167813,treatment,2,144688769.828229,72344384.9141145,0.5638545449322147,0.5726594872289239,FALSE
N,Ihyb,3-Furaldehyde,24927.196756784328,21951.657455546152,17752.009456764783,80.86865191256747,treatment,2,340603846.7167688,170301923.3583844,2.664077511789013,0.07974299104969688,FALSE
N,Ihyb,"tricyclo[5.2.1.02,6]dec-2-ene",6310.4545224089,5642.232507717475,4890.585352838379,86.67819601813663,treatment,2,12092741.786220057,6046370.8931100285,0.2651982247466998,0.768147742849242,FALSE
N,Ihyb,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",16819.298088427855,13777.354186777557,12623.901347839233,91.62790748280742,treatment,2,172119109.35484454,86059554.67742227,0.5841168120677783,0.5614332258461321,FALSE
N,Ihyb,"(3E)-4,8-dimethylnona-1,3,7-triene",5768.039416512019,3348.2954846626476,3453.075319663184,103.12934851420657,treatment,2,66494567.04641167,33247283.523205835,1.2359221990389833,0.2994646468796052,FALSE
N,Ihyb,2-Decanone,12096.649007549862,10374.382652024828,8345.206581523851,80.44051257252468,treatment,2,59513665.20560008,29756832.60280004,0.8802566721557964,0.4211306262328167,FALSE
N,Ihyb,D-limonene,44061.17029300268,38501.34536377275,30270.032536537452,78.62071377126362,treatment,2,764958174.9111714,382479087.4555857,0.21976282414194775,0.8034960158961861,FALSE
N,Ihyb,a-terpineol,3281.9156065407087,604.7575757575758,537.7220026350461,88.91529832618392,treatment,2,39023841.570121616,19511920.785060808,1.2505120970298689,0.29533522339657853,FALSE
N,Ihyb,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",5086.930214804634,4173.895210493204,4866.508670590784,116.59393504552642,treatment,2,23540802.367916435,11770401.183958218,1.0683761101764442,0.3514325521728257,FALSE
N,Ihyb,"Benzenebutanoic acid, .gamma.-oxo-",53293.37271146297,96973.77222855389,77237.29764541016,79.6476159176034,treatment,2,4640825010.186766,2320412505.093383,0.503493870589597,0.6075079100343417,FALSE
N,Ihyb,(E)-hex-3-en-1-ol,22539.688758002594,12519.699417263606,13909.85992532273,111.10378501693268,treatment,2,3678161125.5652084,1839080562.7826042,1.0616030660225302,0.3537210821292745,FALSE
N,Ihyb,"2,6-Octadienal, 3,7-dimethyl-, (E)-",2028.525271646376,4953.207679476657,4079.7715351550164,82.36625231886248,treatment,2,30676900.681993254,15338450.340996627,0.5122936794806997,0.602293040480979,FALSE
N,Ihyb,indole,4039.996095763475,2981.425468889126,4145.61714954065,139.04815642046887,treatment,2,11581127.814472932,5790563.907236466,1.1183652837578997,0.33501127856119617,FALSE
N,Lagg,b-myrcene,54390.65221153889,129628.64444537924,36588.905674747766,28.225941751759187,treatment,2,15291122900.686138,7645561450.343069,1.564651304986569,0.21638705991013113,FALSE
N,Lagg,(E)-b-ocimene,989075.663187252,1504085.8672439328,782411.7414552447,52.019087373577,treatment,2,1721150448407.9043,860575224203.9521,0.9669001703751067,0.385279782478306,FALSE
N,Lagg,a-pinene,179970.9590860581,607429.6001009569,122772.89833388622,20.211872834889995,treatment,2,102038841910.41379,51019420955.206894,0.27502210938977756,0.760372217480819,FALSE
N,Lagg,(E)-4-oxohex-2-enal,5221.6279256762,13069.103289833454,4110.589434071501,31.452727420626914,treatment,2,1573408001.532246,786704000.766123,0.6043187438570062,0.5492723528988785,FALSE
N,Lagg,(E)-hex-2-enal,3215.0229809710445,4971.456161979617,1786.4800727109925,35.93474455982374,treatment,2,317859290.89753675,158929645.44876838,0.5925084586499642,0.5556875415035849,FALSE
N,Lagg,"(4E,6Z)-alloocimene",14599.495653862421,22352.572761719242,12122.481145755515,54.23304634765057,treatment,2,340102229.871746,170051114.935873,0.7975566666544166,0.45447821338185557,FALSE
N,Lagg,cosmene,5499.541689958297,5518.407220570169,8220.064224447542,148.95718811411373,treatment,2,33845062.98029644,16922531.49014822,0.48163393505476254,0.6198051334928214,FALSE
N,Lagg,verbenone,538.9554942925787,1366.6313878651192,1868.15692736722,136.69793800693822,treatment,2,524736.1443330755,262368.07216653775,0.04593077054852297,0.9551368415009642,FALSE
N,Lagg,b-caryophyllene,6390.960135516657,17177.874910611146,3299.6380952380955,19.208651316932325,treatment,2,330696119.0972998,165348059.5486499,0.05680393826106265,0.9448227903232722,FALSE
N,Lagg,linalool,3641.6519499482583,7484.93102901538,1997.7142857142856,26.689815550338864,treatment,2,45170998.93246277,22585499.466231383,0.6310615290801203,0.5350260303718494,FALSE
N,Lagg,(Z)-b-ocimene,86429.68423736663,127189.68839503457,68281.21354035469,53.68455132013702,treatment,2,10208580087.656704,5104290043.828352,0.7807501887398157,0.46200969295112504,FALSE
N,Lagg,a-farnesene,442439.5300892538,374397.294434755,99928.10284362192,26.69039128460798,treatment,2,420135091783.908,210067545891.954,1.3424517537092282,0.2678451350138101,FALSE
N,Lagg,"p-mentha-1,3,8-triene",9903.820967086693,13465.366601627175,10267.080864728605,76.24806043890344,treatment,2,66600984.40327226,33300492.20163613,0.44545049688360483,0.6423386245120362,FALSE
N,Lagg,3-Furaldehyde,18626.397953862397,21079.7100942803,18706.067991970147,88.73968336521759,treatment,2,24323241.51336211,12161620.756681055,0.10244033920295899,0.9027670642647956,FALSE
N,Lagg,"tricyclo[5.2.1.02,6]dec-2-ene",3998.311838392745,6009.122048819528,4842.389910001268,80.58398332835559,treatment,2,14038193.13822457,7019096.569112285,0.37902858575289816,0.6859222749187397,FALSE
N,Lagg,"Tricyclo[3.1.0.0(2,4)]hexane, 3,6-diethyl-3,6-dimethyl-, trans-",8865.53889282986,8862.766946131553,2872.7428571428572,32.41361162494249,treatment,2,49206736.83762221,24603368.418811105,0.28137919658094557,0.7555916746946881,FALSE
N,Lagg,"(3E)-4,8-dimethylnona-1,3,7-triene",3739.905293142402,7781.768241528417,3665.4379008746355,47.1028921333528,treatment,2,17709976.443720445,8854988.221860223,0.26936350632061856,0.7646536676611899,FALSE
N,Lagg,2-Decanone,9498.202239250759,6989.881507319909,10790.829905722036,154.37786598273112,treatment,2,139014719.36741483,69507359.68370742,1.737547424279626,0.18345348336604714,FALSE
N,Lagg,D-limonene,22897.050483764273,49866.296478699296,14324.700963816213,28.726217857255747,treatment,2,1710142901.21013,855071450.605065,0.19409151106119898,0.8240242433933284,FALSE
N,Lagg,a-terpineol,363.7193675889328,1022.6666666666667,82.47619047619048,8.06481653939281,treatment,2,6848916.288923327,3424458.1444616634,0.8289068277017494,0.440764932446553,FALSE
N,Lagg,"3-ethenyl-1,2-dimethylcyclohexa-1,4-diene",2882.1025793464305,4193.755678012445,1775.8095238095236,42.34413399712252,treatment,2,19201737.504683983,9600868.752341991,1.4479978539560316,0.24199303327705662,FALSE
N,Lagg,"Benzenebutanoic acid, .gamma.-oxo-",85576.78284786205,44009.07023294493,293566.2686117396,667.0585564699744,treatment,2,99904477094.12291,49952238547.061455,2.1386834247184265,0.12544516241335552,FALSE
N,Lagg,(E)-hex-3-en-1-ol,7381.906057284573,10889.441150044924,853.9209726443769,7.841733665467801,treatment,2,1319559981.3987155,659779990.6993577,0.09367767263220242,0.9106901762486785,FALSE
N,Lagg,"2,6-Octadienal, 3,7-dimethyl-, (E)-",966.8342245989305,388.9487870619946,0,0,treatment,2,2966860.952997607,1483430.4764988036,0.437142413967594,0.6476304576039353,FALSE
N,Lagg,indole,2294.8588534009177,1773.7030035733972,1637.5037169089917,92.32118982772138,treatment,2,540467.4022321842,270233.7011160921,0.1703510258553122,0.8437172922839049,FALSE
