page,index,date,time,species,plant,sample,bag,pump,end,equil,pumping,flrs,buds,pump_id,vwc,scribe,temp_F,notes,sample_id,rundate,tube,file_id,filename
14,173,2022-07-20,N,agg,12,2,20:30,20:58,21:13,0:28,0:15,1,0,DRC8,,JB,,,agg12n2_N_220720,,,agg12n2_N_220720,NEXP1_agg12n2_N_220720_862022_19.qgd
14,174,2022-07-20,N,ten,16,,20:32,21:02,21:19,0:30,0:17,1,0,DRC3,,JB,,,ten16_N_220720,,,ten16_N_220720,NEXP1_ten16_N_220720_862022_23.qgd
14,175,2022-07-20,N,agg,10,2DRC7,20:33,21:03,21:18,0:30,0:15,1,0,DRC7,,JB,,JP: added pump_id to sample to disambiguate,agg10n2DRC7_N_220720,,,agg10n2DRC7_N_220720,NEXP1_agg10n2_N_220720_862022_21.qgd
14,176,2022-07-20,N,ten,16,2,20:34,21:04,21:19,0:30,0:15,1,0,JMP1,,JB,,,ten16n2_N_220720,,,ten16n2_N_220720,NEXP1_ten16n2_N_220720_862022_24.qgd
14,177,2022-07-20,N,agg,15,,20:35,21:05,21:21,0:30,0:16,1,0,DRC10,,JB,,,agg15_N_220720,915,2,915T2,NEXP1_915T2_9152022_02.qgd
14,178,2022-07-20,N,agg,15,2,20:36,21:05,21:21,0:29,0:16,1,0,DRC9,,JB,,FELL OFF,agg15n2_N_220720,915,1,915T1,NEXP1_915T1_9152022_01.qgd
14,179,2022-07-20,N,ten,14,,20:39,21:10,21:25,0:31,0:15,1,0,JMP2,,JB,,,ten14_N_220720,,,ten14_N_220720,NEXP1_ten14_N_220720_862022_27.qgd
14,180,2022-07-20,N,agg,9,,20:39,21:10,21:24,0:31,0:14,1,0,DRC1,,JB,,ONLY 1 FLOWER,agg9_N_220720,,,agg9_N_220720,NEXP1_agg9_N_220720_862022_25.qgd
14,181,2022-07-20,N,ten,14,2,20:40,21:12,21:25,0:32,0:13,1,0,JMP3,,JB,,,ten14n2_N_220720,,,ten14n2_N_220720,NEXP1_ten14n2_N_220720_862022_26.qgd
14,182,2022-07-20,N,ten,17,,20:42,21:16,21:27,0:34,0:11,1,0,DRC5,,JB,,,ten17_N_220720,915,3,915T3,NEXP1_915T3_9152022_03.qgd
14,183,2022-07-20,N,agg,10,2DRC4,20:33,21:03,21:18,0:30,0:15,1,0,DRC4,,JB,,JP: added pump_id to sample to disambiguate,agg10n2DRC4_N_220720,915,5,915T5,NEXP1_915T5_9152022_05.qgd
14,184,2022-07-20,N,AMB,JB,,21:05,21:35,21:50,0:30,0:15,1,0,JMP1,,JB,,,AMBJB_N_220720,915,4,915T4,NEXP1_915T4_9152022_04.qgd
14,185,2022-07-20,N,ten,10,2,21:06,21:36,21:51,0:30,0:15,1,0,DRC3,,JB,,,ten10n2_N_220720,,,ten10n2_N_220720,#N/A
14,186,2022-07-20,N,ten,17,2,21:18,21:48,22:03,0:30,0:15,1,0,DRC8,,JB,,,ten17n2_N_220720,915,6,915T6,NEXP1_915T6_9152022_06.qgd
15,187,2022-08-05,D,ten,3,,9:05,9:35,9:50,0:30,0:15,1,0,JMP1,18.7,KW,,OLD FLOWER,ten3_D_220805,917b,11,917bT11,NEXP1_817bT11_9172022_11.qgd
15,188,2022-08-05,D,agg,8,,9:08,9:38,9:53,0:30,0:15,1,1,JMP2,12.7,KW,,,agg8_D_220805,917b,12,917bT12,NEXP1_817bT12_9172022_12.qgd
15,189,2022-08-05,D,agg,2,,9:10,9:40,9:55,0:30,0:15,1,1,JMP3,21,KW,,,agg2_D_220805,917b,18,917bT18,NEXP1_817bT18_9172022_18.qgd
15,190,2022-08-05,D,agg,6,,9:12,9:42,9:57,0:30,0:15,1,0,CWU1,24.5,KW,,,agg6_D_220805,917b,17,917bT17,NEXP1_817bT17_9172022_17.qgd
15,191,2022-08-05,D,ten,16,,9:14,9:44,9:59,0:30,0:15,1,0,DRC4,12.9,KW,,,ten16_D_220805,917b,16,917bT16,NEXP1_817bT16redo__220824_9182022_10.qgd
15,192,2022-08-05,D,agg,1,,9:16,9:46,10:01,0:30,0:15,1,0,DRC7,22.3,KW,,,agg1_D_220805,917b,15,917bT15,NEXP1_817bT15_9172022_15.qgd
15,193,2022-08-05,D,ten,9,,9:41,10:11,10:26,0:30,0:15,1,1,JMP1,12.9,KW,,,ten9_D_220805,917b,14,917bT14,NEXP1_817bT14_9172022_14.qgd
15,194,2022-08-05,D,agg,13,,9:44,10:14,10:29,0:30,0:15,1,1,JMP2,11.9,KW,,,agg13_D_220805,917b,13,917bT13,NEXP1_817bT13_9172022_13.qgd
15,195,2022-08-05,D,ten,6,,9:46,10:16,10:31,0:30,0:15,1,0,JMP3,12.9,KW,,,ten6_D_220805,917b,19,917bT19,NEXP1_817bT19redo__220824_9182022_13.qgd
15,196,2022-08-05,D,ten,12,,9:48,10:18,10:33,0:30,0:15,1,0,CWU1,19.6,KW,,,ten12_D_220805,917b,20,917bT20,NEXP1_817bT20_9172022_20.qgd
15,197,2022-08-05,D,agg,10,,10:09,10:39,10:54,0:30,0:15,1,0,JMP1,12.7,KW,,,agg10_D_220805,917b,27,917bT27,NEXP1_817bT27_9172022_27.qgd
15,198,2022-08-05,D,ten,5,,10:10,10:40,10:55,0:30,0:15,1,1,JMP2,19.8,KW,,,ten5_D_220805,917b,26,917bT26,NEXP1_817bT26_9172022_26.qgd
15,199,2022-08-05,D,ten,7,,10:13,10:43,10:58,0:30,0:15,1,0,JMP3,20.6,KW,,NEW FLOWER BUT CRINKLY,ten7_D_220805,917b,25,917bT25,NEXP1_817bT25_9172022_25.qgd
15,200,2022-08-05,D,ten,1,,10:16,10:48,11:03,0:32,0:15,1,0,DRC7,28.8,KW,,,ten1_D_220805,917b,28,917bT28,NEXP1_817bT28_9172022_28.qgd
15,201,2022-08-05,D,AMB,KW,,10:39,11:09,11:24,0:30,0:15,1,,DRC9,,KW,,,AMBKW_D_220805,,,AMBKW_D_220805,#N/A
20,261,2022-07-20,D,ten,3,,12:48,13:18,13:33,0:30,0:15,1,0,DRC4,,DH,72,"*smaples taken by JB, AA, JP",ten3_D_220720,,,ten3_D_220720,NEXP1_tenA3__220720_9162022_01.qgd
20,262,2022-07-20,D,ten,5,,12:49,13:19,13:34,0:30,0:15,1,0,DRC3,,DH,,"22C- 23C, windy",ten5_D_220720,,,ten5_D_220720,NEXP1_tenA5__220720_9162022_02.qgd
20,263,2022-07-20,D,ten,14,,12:51,13:21,13:36,0:30,0:15,1,0,DRC1,,DH,,,ten14_D_220720,,,ten14_D_220720,NEXP1_tenA14__220720_9162022_03.qgd
20,264,2022-07-20,D,ten,16,,12:53,13:23,13:38,0:30,0:15,1,0,DRC10,,DH,,,ten16_D_220720,,,ten16_D_220720,NEXP1_tenA16__220720_9162022_04.qgd
20,265,2022-07-20,D,ten,10,,12:56,13:29,13:44,0:33,0:15,1,0,DRC9,,DH,,,ten10_D_220720,,,ten10_D_220720,NEXP1_tenC10__220720_9162022_05.qgd
20,266,2022-07-20,D,AMB,,DRC8,12:57,13:27,13:44,0:30,0:17,,,DRC8,,DH,,JP: added pump_id to sample to disambiguate,AMBnDRC8_D_220720,,,AMBnDRC8_D_220720,NEXP1_AMB__220720_9162022_07.qgd
20,267,2022-07-20,D,agg,8,,12:57,13:30,13:45,0:33,0:15,1,0,DRC7,,DH,,,agg8_D_220720,,,agg8_D_220720,NEXP1_agg8__220720_9162022_06.qgd
20,268,2022-07-20,D,ten,7,,13:03,13:34,13:52,0:31,0:18,1,0,DRC5,,DH,,SCENT TRAP TOUCHED GLOVE,ten7_D_220720,,,ten7_D_220720,NEXP1_tenB7__220720_9162022_08.qgd
20,269,2022-07-20,D,ten,9,,13:23,13:53,14:08,0:30,0:15,1,0,JMP3,,DH,,PUMP FELL OUT BRIEFLY ,ten9_D_220720,915,19,915T19,NEXP1_915T19_9152022_19.qgd
20,270,2022-07-20,D,ten,17,,13:33,14:03,14:18,0:30,0:15,1,0,DRC4,,DH,,,ten17_D_220720,,,ten17_D_220720,#N/A
20,271,2022-07-20,D,agg,12,,13:36,14:06,14:21,0:30,0:15,1,0,DRC10,,DH,,,agg12_D_220720,915,22,915T22,NEXP1_915T22_9152022_22.qgd
20,272,2022-07-20,D,agg,10,,13:37,14:07,14:22,0:30,0:15,1,0,DRC5,,DH,,SCENT TRAP TOUCHED FLOWER,agg10_D_220720,915,21,915T21,NEXP1_915T21_9152022_21.qgd
20,273,2022-07-20,D,agg,18,,13:40,14:10,14:25,0:30,0:15,1,0,DRC1,,DH,,TRAP FELL OUT,agg18_D_220720,915,23,915T23,NEXP1_915T23_9152022_23.qgd
20,274,2022-07-20,D,ten,16,2,13:42,14:12,14:27,0:30,0:15,1,0,DRC3,,DH,,,ten16n2_D_220720,915,26,915T26,NEXP1_915T26_9152022_26.qgd
20,275,2022-07-20,D,agg,9,,13:48,14:18,14:33,0:30,0:15,1,0,DRC9,,DH,,,agg9_D_220720,915,24,915T24,NEXP1_915T24_9152022_24.qgd
20,276,2022-07-20,D,ten,5,2,13:55,14:25,14:40,0:30,0:15,1,0,JMP3,,DH,,,ten5n2_D_220720,915,25,915T25,NEXP1_915T25_9152022_25.qgd
20,277,2022-07-20,D,agg,12,2,13:58,14:28,14:43,0:30,0:15,1,0,DRC10,,DH,,,agg12n2_D_220720,915,27,915T27,NEXP1_915T27_9152022_27.qgd
20,278,2022-07-20,D,agg,15,,14:02,14:32,14:47,0:30,0:15,1,0,DRC4,,DH,,,agg15_D_220720,915,28,915T28,NEXP1_915T28_9152022_28.qgd
20,279,2022-07-20,D,ten,3,2,14:06,14:36,14:51,0:30,0:15,1,0,DRC9,,DH,,BRIEFLY POPPED OUT,ten3n2_D_220720,915,29,915T29,NEXP1_915T29_9152022_29.qgd
20,280,2022-07-20,D,agg,15,2,14:17,14:47,15:05,0:30,0:18,1,0,DRC4,,DH,,POPPED OUT 30 SECONDS,agg15n2_D_220720,915,30,915T30,NEXP1_915T30_9152022_30.qgd
20,281,2022-07-20,D,ten,17,2,14:23,14:53,15:08,0:30,0:15,1,0,JMP3,,DH,,BRIEFLY POPPED OUT,ten17n2_D_220720,915,11,915T11,NEXP1_915T11_9152022_11.qgd
20,282,2022-07-20,D,AMB,,DRC10,14:27,14:57,15:12,0:30,0:15,,,DRC10,,DH,,JP: added pump_id to sample to disambiguate,AMBnDRC10_D_220720,915,13,915T13,NEXP1_915T13_9152022_13.qgd
20,283,2022-07-20,D,ten,9,2,14:26,14:56,15:11,0:30,0:15,1,0,DRC3,,DH,,,ten9n2_D_220720,915,12,915T12,NEXP1_915T12_9152022_12.qgd
20,284,2022-07-20,D,ten,10,2,14:28,14:58,15:13,0:30,0:15,1,0,DRC9,,DH,,,ten10n2_D_220720,915,14,915T14,NEXP1_915T14_9152022_14.qgd
20,285,2022-07-20,D,agg,18,2,14:31,15:00,15:15,0:29,0:15,1,0,DRC1,,DH,,BRIEFLY POPPED OUT X5,agg18n2_D_220720,915,15,915T15,NEXP1_915T15_9152022_15.qgd
20,286,2022-07-20,D,agg,10,2,14:33,15:05,15:18,0:32,0:13,1,0,DRC5,,DH,,BRIEFLY POPPED OUT,agg10n2_D_220720,915,16,915T16,NEXP1_915T16_9152022_16.qgd
20,287,2022-07-20,D,agg,5,2,14:40,15:12,15:27,0:32,0:15,1,0,DRC7,,DH,,,agg5n2_D_220720,,,agg5n2_D_220720,#N/A
20,288,2022-07-20,D,ten,14,2,14:43,15:13,15:28,0:30,0:15,1,0,DRC4,,DH,,,ten14n2_D_220720,915,18,915T18,NEXP1_915T18_9152022_18.qgd
21,289,2022-08-11,N,ten,17,,20:06,20:36,20:51,0:30,0:15,1,0,CWU1,36.2,,60,TRAP TOUCHED GLOVE. ALL PUMPS RECALIBRATED TO 100 FLOW RATE,ten17_N_220811,,,ten17_N_220811,NEXP1_ten17_N_220811_9142022_04.qgd
21,290,2022-08-11,N,ten,5,,20:07,20:37,20:52,0:30,0:15,1,0,DRC8,25.1,,,,ten5_N_220811,,,ten5_N_220811,NEXP1_ten5_N_220811_9142022_03.qgd
21,291,2022-08-11,N,ten,1,,20:08,20:38,20:53,0:30,0:15,1,0,DRC7,30.7,,,FLOWER ALMOST DEAD,ten1_N_220811,,,ten1_N_220811,NEXP1_ten1_N_220811_9142022_05.qgd
21,292,2022-08-11,N,agg,8,,20:09,20:39,20:54,0:30,0:15,1,0,DRC1,21.9,,,,agg8_N_220811,,,agg8_N_220811,NEXP1_agg8_N_220811_9142022_06.qgd
21,293,2022-08-11,N,agg,9,,20:10,20:40,20:55,0:30,0:15,1,0,DRC5,23,,,,agg9_N_220811,,,agg9_N_220811,NEXP1_agg9_N_220811_9142022_07.qgd
21,294,2022-08-11,N,agg,10,,20:11,20:41,20:56,0:30,0:15,1,0,DRC10,22.4,,,TOUCHED GLOVE,agg10_N_220811,,,agg10_N_220811,NEXP1_agg10_N_220811_9142022_08.qgd
21,295,2022-08-11,N,agg,15,,20:12,20:42,20:57,0:30,0:15,1,0,DRC3,16.9,,,,agg15_N_220811,,,agg15_N_220811,NEXP1_agg15_N_220811_9142022_09.qgd
21,296,2022-08-11,N,AMB,JB,DRC4,20:13,20:43,20:58,0:30,0:15,,,DRC4,,,,JP: added pump_id to sample to disambiguate,AMBJBnDRC4_N_220811,,,AMBJBnDRC4_N_220811,#N/A
21,297,2022-08-11,N,AMB,JB,CWU1,20:14,20:51,21:04,0:37,0:13,,,CWU1,,,,JP: added pump_id to sample to disambiguate,AMBJBnCWU1_N_220811,,,AMBJBnCWU1_N_220811,#N/A
22,298,2022-08-05,D,agg,15,,9:58,10:28,10:43,0:30,0:15,1,0,CWU2,18.3,DH,,BROKEN SCENT TRAP,agg15_D_220805,917b,30,917bT30,NEXP1_817bT30_9172022_30.qgd
22,299,2022-08-05,D,ten,14,,10:00,10:30,10:45,0:30,0:15,1,0,DRC5,16.4,DH,,,ten14_D_220805,918a,4,918aT4,NEXP1_818aT4_9182022_04.qgd
22,300,2022-08-05,D,agg,7,,9:49,10:19,10:48,0:30,0:29,1,0,DRC4,23.1,DH,,JP: checked end time agasint datasheet,agg7_D_220805,917b,21,917bT21,NEXP1_817bT21_9172022_21.qgd
22,301,2022-08-05,D,agg,19,,9:50,10:20,10:35,0:30,0:15,1,0,DRC7,26.5,DH,,,agg19_D_220805,917b,22,917bT22,NEXP1_817bT22_9172022_22.qgd
22,302,2022-08-05,D,ten,4,,10:10,10:40,10:55,0:30,0:15,1,0,DRC4,8.8,DH,,,ten4_D_220805,917b,29,917bT29,NEXP1_817bT29_9172022_29.qgd
22,303,2022-08-05,D,agg,4,,10:11,10:41,10:56,0:30,0:15,1,0,DRC7,16.6,DH,,,agg4_D_220805,,,agg4_D_220805,#N/A
22,304,2022-08-05,D,agg,11,,10:16,10:46,11:01,0:30,0:15,1,0,DRC3,22.6,DH,,,agg11_D_220805,918a,1,918aT1,NEXP1_818aT1_9182022_01.qgd
22,305,2022-08-05,D,agg,12,,10:17,10:47,11:02,0:30,0:15,1,0,DRC5,24.8,DH,,,agg12_D_220805,918a,5,918aT5,NEXP1_818aT5_9182022_05.qgd
22,306,2022-08-05,D,AMB,DH,,10:20,10:54,11:05,0:34,0:11,,,,,DH,,,AMBDH_D_220805,918a,3,918aT3,NEXP1_818aT3_9182022_03.qgd
22,307,2022-08-05,D,ten,13,,10:35,11:05,11:20,0:30,0:15,1,0,DRC4,14.3,DH,,,ten13_D_220805,,,ten13_D_220805,#N/A
23,308,2022-08-17,D,ten,17,,9:04,9:34,9:49,0:30,0:15,1,1,DRC7,38.5,JB,,PUMPS RECALIBRATED 8/16/2022 BY DH,ten17_D_220817,,,ten17_D_220817,#N/A
23,309,2022-08-17,D,ten,7,,9:06,9:36,9:51,0:30,0:15,1,0,DRC9,26.9,JB,,FILLING DATA HOLES,ten7_D_220817,,,ten7_D_220817,#N/A
23,310,2022-08-17,D,agg,19,,9:07,9:37,9:52,0:30,0:15,1,0,DRC3,29.2,JB,50,temperature at 9:52 AM,agg19_D_220817,,,agg19_D_220817,#N/A
23,311,2022-08-17,D,agg,19,2,9:08,9:38,9:53,0:30,0:15,1,0,CWU2,29.7,JB,,,agg19n2_D_220817,,,agg19n2_D_220817,#N/A
23,312,2022-08-17,D,AMB,JB,,9:09,9:46,10:01,0:37,0:15,,,CWU1,,,,,AMBJB_D_220817,,,AMBJB_D_220817,#N/A
24,313,2022-08-17,N,ten,7,,19:59,20:29,20:44,0:30,0:15,1,0,DRC8,19.6,JB,60,SCRIBE: JB AND JP,ten7_N_220817,,,ten7_N_220817,#N/A
24,314,2022-08-17,N,ten,7,2,20:00,20:30,20:45,0:30,0:15,1,0,DRC10,,JB,,,ten7n2_N_220817,,,ten7n2_N_220817,#N/A
24,315,2022-08-17,N,ten,4,,20:01,20:31,20:46,0:30,0:15,1,0,DRC5,17.6,JB,,,ten4_N_220817,,,ten4_N_220817,#N/A
24,316,2022-08-17,N,ten,4,2,20:02,20:32,20:47,0:30,0:15,1,0,CWU1,,JB,,,ten4n2_N_220817,,,ten4n2_N_220817,#N/A
24,317,2022-08-17,N,agg,7,,20:03,20:33,20:48,0:30,0:15,1,0,DRC3,15.9,JB,,,agg7_N_220817,,,agg7_N_220817,#N/A
24,318,2022-08-17,N,agg,7,2,20:04,20:34,20:49,0:30,0:15,1,0,JMP1,,JB,,TRAP TOUCHED VEG,agg7n2_N_220817,,,agg7n2_N_220817,#N/A
24,319,2022-08-17,N,ten,19,,20:06,20:36,20:51,0:30,0:15,1,0,JMP2,27.7,JB,,,ten19_N_220817,,,ten19_N_220817,NEXP1_ten19__220817_9172022_12.qgd
24,320,2022-08-17,N,agg,5,,20:07,20:37,20:52,0:30,0:15,1,0,DRC9,24.5,JB,,,agg5_N_220817,,,agg5_N_220817,NEXP1_agg5_N_220817_9172022_01.qgd
24,321,2022-08-17,N,agg,9,,20:09,20:39,20:54,0:30,0:15,1,0,DRC4,16.8,JB,,,agg9_N_220817,,,agg9_N_220817,#N/A
24,322,2022-08-17,N,agg,16,,20:10,20:40,20:55,0:30,0:15,1,0,DRC7,13.8,JB,,,agg16_N_220817,,,agg16_N_220817,#N/A
24,323,2022-08-17,N,agg,16,2,20:10,20:40,20:55,0:30,0:15,1,0,CWU2,,JB,,PUMP DIED,agg16n2_N_220817,,,agg16n2_N_220817,#N/A
24,324,2022-08-17,N,AMB,JB,,20:13,20:43,20:58,0:30,0:15,,,,,JB,,,AMBJB_N_220817,,,AMBJB_N_220817,#N/A