FileName,sample2,experiment,time,vial,sample_date,run_date,gc_sequence_number,.qgd,sequence.start,verdict,index,color2,date
NEXP2_D_470_230728_892023_03.qgd,NEXP2_D_470_230728_892023_03.qgd,NEXP2,D,470,230728,892023,03,qgd,2023-08-09T21:15:31Z,no-skip,1326,NA,2023-07-28
NEXP2_D_469_230728_892023_04.qgd,NEXP2_D_469_230728_892023_04.qgd,NEXP2,D,469,230728,892023,04,qgd,2023-08-09T21:15:31Z,no-skip,1327,NA,2023-07-28
NEXP2_D_468_230728_892023_05.qgd,NEXP2_D_468_230728_892023_05.qgd,NEXP2,D,468,230728,892023,05,qgd,2023-08-09T21:15:31Z,leak-blank,1328,NA,2023-07-28
NEXP2_D_421_230728_892023_06.qgd,NEXP2_D_421_230728_892023_06.qgd,NEXP2,D,421,230728,892023,06,qgd,2023-08-09T21:15:31Z,no-skip,1329,NA,2023-07-28
NEXP2_D_429_230728_892023_07.qgd,NEXP2_D_429_230728_892023_07.qgd,NEXP2,D,429,230728,892023,07,qgd,2023-08-09T21:15:31Z,no-skip,1330,NA,2023-07-28
NEXP2_D_242_230728_redo_892023_08.qgd,NEXP2_D_242_230728redo_892023_08.qgd,NEXP2,D,242,230728redo,892023,08,qgd,2023-08-09T21:15:31Z,no-skip,1331,NA,2023-07-28
NEXP2_D_433_230728_892023_09.qgd,NEXP2_D_433_230728_892023_09.qgd,NEXP2,D,433,230728,892023,09,qgd,2023-08-09T21:15:31Z,no-skip,1332,NA,2023-07-28
NEXP2_D_420_230728_892023_10.qgd,NEXP2_D_420_230728_892023_10.qgd,NEXP2,D,420,230728,892023,10,qgd,2023-08-09T21:15:31Z,no-skip,1333,NA,2023-07-28
NEXP2_D_428_230728_892023_11.qgd,NEXP2_D_428_230728_892023_11.qgd,NEXP2,D,428,230728,892023,11,qgd,2023-08-09T21:15:31Z,no-skip,1334,NA,2023-07-28
NEXP2_D_426_230728_892023_12.qgd,NEXP2_D_426_230728_892023_12.qgd,NEXP2,D,426,230728,892023,12,qgd,2023-08-09T21:15:31Z,no-skip,1335,NA,2023-07-28
NEXP2_D_439_230728_892023_13.qgd,NEXP2_D_439_230728_892023_13.qgd,NEXP2,D,439,230728,892023,13,qgd,2023-08-09T21:15:31Z,no-skip,1336,NA,2023-07-28
NEXP2_D_423_230728_892023_14.qgd,NEXP2_D_423_230728_892023_14.qgd,NEXP2,D,423,230728,892023,14,qgd,2023-08-09T21:15:31Z,leak-blank,1337,NA,2023-07-28
NEXP2_D_432_230728_892023_15.qgd,NEXP2_D_432_230728_892023_15.qgd,NEXP2,D,432,230728,892023,15,qgd,2023-08-09T21:15:31Z,no-skip,1338,NA,2023-07-28
NEXP2_D_410_230728_892023_16.qgd,NEXP2_D_410_230728_892023_16.qgd,NEXP2,D,410,230728,892023,16,qgd,2023-08-09T21:15:31Z,no-skip,1339,NA,2023-07-28
NEXP2_D_434_230728_8102023_02.qgd,NEXP2_D_434_230728_8102023_02.qgd,NEXP2,D,434,230728,8102023,02,qgd,2023-08-10T08:19:23Z,no-skip,1341,NA,2023-07-28
NEXP2_D_431_230728_8102023_03.qgd,NEXP2_D_431_230728_8102023_03.qgd,NEXP2,D,431,230728,8102023,03,qgd,2023-08-10T08:19:23Z,no-skip,1342,NA,2023-07-28
NEXP2_D_424_230728_8102023_04.qgd,NEXP2_D_424_230728_8102023_04.qgd,NEXP2,D,424,230728,8102023,04,qgd,2023-08-10T08:19:23Z,no-skip,1343,NA,2023-07-28
NEXP2_D_468_230728_redo_8102023_05.qgd,NEXP2_D_468_230728redo_8102023_05.qgd,NEXP2,D,468,230728redo,8102023,05,qgd,2023-08-10T08:19:23Z,leak-blank,1344,NA,2023-07-28
NEXP2_D_435_230728_8102023_06.qgd,NEXP2_D_435_230728_8102023_06.qgd,NEXP2,D,435,230728,8102023,06,qgd,2023-08-10T08:19:23Z,no-skip,1345,NA,2023-07-28
NEXP2_D_438_230728_8102023_07.qgd,NEXP2_D_438_230728_8102023_07.qgd,NEXP2,D,438,230728,8102023,07,qgd,2023-08-10T08:19:23Z,no-skip,1346,NA,2023-07-28
NEXP2_D_437_230728_8102023_08.qgd,NEXP2_D_437_230728_8102023_08.qgd,NEXP2,D,437,230728,8102023,08,qgd,2023-08-10T08:19:23Z,no-skip,1347,NA,2023-07-28
NEXP2_D_436_230728_8102023_09.qgd,NEXP2_D_436_230728_8102023_09.qgd,NEXP2,D,436,230728,8102023,09,qgd,2023-08-10T08:19:23Z,no-skip,1348,NA,2023-07-28
NEXP2_D_484_230728_8102023_10.qgd,NEXP2_D_484_230728_8102023_10.qgd,NEXP2,D,484,230728,8102023,10,qgd,2023-08-10T08:19:23Z,no-skip,1349,NA,2023-07-28
NEXP2_D_461_230728_8102023_11.qgd,NEXP2_D_461_230728_8102023_11.qgd,NEXP2,D,461,230728,8102023,11,qgd,2023-08-10T08:19:23Z,no-skip,1350,NA,2023-07-28
NEXP2_D_463_230728_8102023_12.qgd,NEXP2_D_463_230728_8102023_12.qgd,NEXP2,D,463,230728,8102023,12,qgd,2023-08-10T08:19:23Z,no-skip,1351,NA,2023-07-28
NEXP2_D_465_230728_8102023_13.qgd,NEXP2_D_465_230728_8102023_13.qgd,NEXP2,D,465,230728,8102023,13,qgd,2023-08-10T08:19:23Z,no-skip,1352,NA,2023-07-28
NEXP2_D_423_230728_redo_8102023_14.qgd,NEXP2_D_423_230728redo_8102023_14.qgd,NEXP2,D,423,230728redo,8102023,14,qgd,2023-08-10T08:19:23Z,no-skip,1353,NA,2023-07-28
NEXP2_D_464_230728_8102023_15.qgd,NEXP2_D_464_230728_8102023_15.qgd,NEXP2,D,464,230728,8102023,15,qgd,2023-08-10T08:19:23Z,no-skip,1354,NA,2023-07-28
NEXP2_D_462_230728_8102023_16.qgd,NEXP2_D_462_230728_8102023_16.qgd,NEXP2,D,462,230728,8102023,16,qgd,2023-08-10T08:19:23Z,no-skip,1355,NA,2023-07-28
NEXP2_D_460_230729_8102023_17.qgd,NEXP2_D_460_230729_8102023_17.qgd,NEXP2,D,460,230729,8102023,17,qgd,2023-08-10T08:19:23Z,no-skip,1356,NA,2023-07-29
NEXP2_D_474_230730_8102023_18.qgd,NEXP2_D_474_230730_8102023_18.qgd,NEXP2,D,474,230730,8102023,18,qgd,2023-08-10T08:19:23Z,no-skip,1357,NA,2023-07-30
NEXP2_D_479_230731_8102023_19.qgd,NEXP2_D_479_230731_8102023_19.qgd,NEXP2,D,479,230731,8102023,19,qgd,2023-08-10T08:19:23Z,no-skip,1358,NA,2023-07-31
NEXP2_D_472_230732_8102023_20.qgd,NEXP2_D_472_230732_8102023_20.qgd,NEXP2,D,472,230732,8102023,20,qgd,2023-08-10T08:19:23Z,no-skip,1359,NA,NA
NEXP2_D_478_230728_8102023_02.qgd,NEXP2_D_478_230728_8102023_02.qgd,NEXP2,D,478,230728,8102023,02,qgd,2023-08-10T19:38:09Z,no-skip,1361,NA,2023-07-28
NEXP2_D_489_230728_8102023_03.qgd,NEXP2_D_489_230728_8102023_03.qgd,NEXP2,D,489,230728,8102023,03,qgd,2023-08-10T19:38:09Z,no-skip,1362,NA,2023-07-28
NEXP2_D_487_230728_8102023_04.qgd,NEXP2_D_487_230728_8102023_04.qgd,NEXP2,D,487,230728,8102023,04,qgd,2023-08-10T19:38:09Z,no-skip,1363,NA,2023-07-28
NEXP2_D_468_230728_redo2_8102023_05.qgd,NEXP2_D_468_230728redo2_8102023_05.qgd,NEXP2,D,468,230728redo2,8102023,05,qgd,2023-08-10T19:38:09Z,leak-blank,1364,NA,NA
NEXP2_D_488_230728_8102023_06.qgd,NEXP2_D_488_230728_8102023_06.qgd,NEXP2,D,488,230728,8102023,06,qgd,2023-08-10T19:38:09Z,no-skip,1365,NA,2023-07-28
NEXP2_D_475_230728_8102023_07.qgd,NEXP2_D_475_230728_8102023_07.qgd,NEXP2,D,475,230728,8102023,07,qgd,2023-08-10T19:38:09Z,no-skip,1366,NA,2023-07-28
NEXP2_D_476_230728_8102023_08.qgd,NEXP2_D_476_230728_8102023_08.qgd,NEXP2,D,476,230728,8102023,08,qgd,2023-08-10T19:38:09Z,no-skip,1367,NA,2023-07-28
NEXP2_D_473_230728_8102023_09.qgd,NEXP2_D_473_230728_8102023_09.qgd,NEXP2,D,473,230728,8102023,09,qgd,2023-08-10T19:38:09Z,no-skip,1368,NA,2023-07-28
NEXP2_D_477_230728_8102023_10.qgd,NEXP2_D_477_230728_8102023_10.qgd,NEXP2,D,477,230728,8102023,10,qgd,2023-08-10T19:38:09Z,leak-blank,1369,NA,2023-07-28
NEXP2_D_376_230731_8102023_11.qgd,NEXP2_D_376_230731_8102023_11.qgd,NEXP2,D,376,230731,8102023,11,qgd,2023-08-10T19:38:09Z,no-skip,1370,NA,2023-07-31
NEXP2_D_374_230731_8102023_12.qgd,NEXP2_D_374_230731_8102023_12.qgd,NEXP2,D,374,230731,8102023,12,qgd,2023-08-10T19:38:09Z,no-skip,1371,NA,2023-07-31
NA,NEXP2_D_375_230731_8102023_13.qgd,NEXP2,D,375,230731,8102023,13,qgd,2023-08-10T19:38:09Z,skip-notrun,1372,NA,2023-07-31
NEXP2_D_375_230731_8102023_13.qgd,NEXP2_D_367_230731_8102023_14.qgd,NEXP2,D,367,230731,8102023,14,qgd,2023-08-10T19:38:09Z,skip-rename,1373,NA,2023-07-31
NEXP2_D_367_230731_8102023_14.qgd,NEXP2_D_309_230731_8102023_15.qgd,NEXP2,D,309,230731,8102023,15,qgd,2023-08-10T19:38:09Z,skip-rename,1374,NA,2023-07-31
NA,NEXP2_D_319_230731_8102023_16.qgd,NEXP2,D,319,230731,8102023,16,qgd,2023-08-10T19:38:09Z,skip-notrun,1375,NA,2023-07-31
NEXP2_D_309_230731_8102023_15.qgd,NEXP2_D_377_230731_8102023_17.qgd,NEXP2,D,377,230731,8102023,17,qgd,2023-08-10T19:38:09Z,skip-rename,1376,NA,2023-07-31
NEXP2_D_319_230731_8102023_16.qgd,NEXP2_D_366_230731_8102023_18.qgd,NEXP2,D,366,230731,8102023,18,qgd,2023-08-10T19:38:09Z,skip-rename,1377,NA,2023-07-31
NEXP2_D_377_230731_8102023_17.qgd,NEXP2_D_365_230731_8102023_19.qgd,NEXP2,D,365,230731,8102023,19,qgd,2023-08-10T19:38:09Z,skip-rename,1378,NA,2023-07-31
NEXP2_D_366_230731_8102023_18.qgd,NEXP2_D_348_230731_8102023_20.qgd,NEXP2,D,348,230731,8102023,20,qgd,2023-08-10T19:38:09Z,skip-rename,1379,NA,2023-07-31
NEXP2_D_352_230731_8112023_02.qgd,NEXP2_D_352_230731_8112023_02.qgd,NEXP2,D,352,230731,8112023,02,qgd,2023-08-11T08:46:13Z,no-skip,1381,NA,2023-07-31
NEXP2_D_339_230731_8112023_03.qgd,NEXP2_D_339_230731_8112023_03.qgd,NEXP2,D,339,230731,8112023,03,qgd,2023-08-11T08:46:13Z,no-skip,1382,NA,2023-07-31
NEXP2_D_335_230731_8112023_04.qgd,NEXP2_D_335_230731_8112023_04.qgd,NEXP2,D,335,230731,8112023,04,qgd,2023-08-11T08:46:13Z,no-skip,1383,NA,2023-07-31
NEXP2_D_468_230731_redo3_8112023_05.qgd,NEXP2_D_468_230731redo3_8112023_05.qgd,NEXP2,D,468,230731redo3,8112023,05,qgd,2023-08-11T08:46:13Z,no-skip,1384,NA,NA
NEXP2_D_347_230731_8112023_06.qgd,NEXP2_D_347_230731_8112023_06.qgd,NEXP2,D,347,230731,8112023,06,qgd,2023-08-11T08:46:13Z,no-skip,1385,NA,2023-07-31
NEXP2_D_340_230731_8112023_07.qgd,NEXP2_D_340_230731_8112023_07.qgd,NEXP2,D,340,230731,8112023,07,qgd,2023-08-11T08:46:13Z,no-skip,1386,NA,2023-07-31
NEXP2_D_334_230731_8112023_08.qgd,NEXP2_D_334_230731_8112023_08.qgd,NEXP2,D,334,230731,8112023,08,qgd,2023-08-11T08:46:13Z,no-skip,1387,NA,2023-07-31
NEXP2_D_477_230731_redo_8112023_09.qgd,NEXP2_D_477_230731redo_8112023_09.qgd,NEXP2,D,477,230731redo,8112023,09,qgd,2023-08-11T08:46:13Z,no-skip,1388,NA,2023-07-31
NEXP2_D_333_230731_8112023_10.qgd,NEXP2_D_333_230731_8112023_10.qgd,NEXP2,D,333,230731,8112023,10,qgd,2023-08-11T08:46:13Z,no-skip,1389,NA,2023-07-31
NEXP2_D_332_230731_8112023_11.qgd,NEXP2_D_332_230731_8112023_11.qgd,NEXP2,D,332,230731,8112023,11,qgd,2023-08-11T08:46:13Z,no-skip,1390,NA,2023-07-31
NEXP2_D_375_230731_redo_8112023_12.qgd,NEXP2_D_375_230731redo_8112023_12.qgd,NEXP2,D,375,230731redo,8112023,12,qgd,2023-08-11T08:46:13Z,no-skip,1391,NA,2023-07-31
NEXP2_D_353_230731_8112023_13.qgd,NEXP2_D_353_230731_8112023_13.qgd,NEXP2,D,353,230731,8112023,13,qgd,2023-08-11T08:46:13Z,no-skip,1392,NA,2023-07-31
NEXP2_D_373_230731_8112023_14.qgd,NEXP2_D_373_230731_8112023_14.qgd,NEXP2,D,373,230731,8112023,14,qgd,2023-08-11T08:46:13Z,no-skip,1393,NA,2023-07-31
NEXP2_D_319_230731_redo_8112023_15.qgd,NEXP2_D_319_230731redo_8112023_15.qgd,NEXP2,D,319,230731redo,8112023,15,qgd,2023-08-11T08:46:13Z,no-skip,1394,NA,2023-07-31
NEXP2_D_322_230731_8112023_16.qgd,NEXP2_D_322_230731_8112023_16.qgd,NEXP2,D,322,230731,8112023,16,qgd,2023-08-11T08:46:13Z,no-skip,1395,NA,2023-07-31
NEXP2_D_321_230731_8112023_17.qgd,NEXP2_D_321_230731_8112023_17.qgd,NEXP2,D,321,230731,8112023,17,qgd,2023-08-11T08:46:13Z,no-skip,1396,NA,2023-07-31
NEXP2_D_355_230731_8112023_18.qgd,NEXP2_D_355_230731_8112023_18.qgd,NEXP2,D,355,230731,8112023,18,qgd,2023-08-11T08:46:13Z,no-skip,1397,NA,2023-07-31
NEXP2_D_320_230731_8112023_19.qgd,NEXP2_D_320_230731_8112023_19.qgd,NEXP2,D,320,230731,8112023,19,qgd,2023-08-11T08:46:13Z,no-skip,1398,NA,2023-07-31
NEXP2_D_324_230731_8152023_02.qgd,NEXP2_D_324_230731_8152023_02.qgd,NEXP2,D,324,230731,8152023,02,qgd,2023-08-15T17:46:38Z,no-skip,1475,NA,2023-07-31
NEXP2_D_356_230731_8152023_03.qgd,NEXP2_D_356_230731_8152023_03.qgd,NEXP2,D,356,230731,8152023,03,qgd,2023-08-15T17:46:38Z,no-skip,1476,NA,2023-07-31
NEXP2_D_325_230731_8152023_04.qgd,NEXP2_D_325_230731_8152023_04.qgd,NEXP2,D,325,230731,8152023,04,qgd,2023-08-15T17:46:38Z,no-skip,1477,NA,2023-07-31
NEXP2_D_357_230731_8152023_05.qgd,NEXP2_D_357_230731_8152023_05.qgd,NEXP2,D,357,230731,8152023,05,qgd,2023-08-15T17:46:38Z,leak-blank,1478,NA,2023-07-31
NEXP2_D_323_230731_8152023_06.qgd,NEXP2_D_323_230731_8152023_06.qgd,NEXP2,D,323,230731,8152023,06,qgd,2023-08-15T17:46:38Z,no-skip,1479,NA,2023-07-31
NEXP2_D_354_230731_8152023_07.qgd,NEXP2_D_354_230731_8152023_07.qgd,NEXP2,D,354,230731,8152023,07,qgd,2023-08-15T17:46:38Z,no-skip,1480,NA,2023-07-31
NEXP2_D_371_230731_8152023_08.qgd,NEXP2_D_371_230731_8152023_08.qgd,NEXP2,D,371,230731,8152023,08,qgd,2023-08-15T17:46:38Z,no-skip,1481,NA,2023-07-31
NEXP2_D_368_230731_8152023_09.qgd,NEXP2_D_368_230731_8152023_09.qgd,NEXP2,D,368,230731,8152023,09,qgd,2023-08-15T17:46:38Z,no-skip,1482,NA,2023-07-31
NEXP2_D_370_230731_8152023_10.qgd,NEXP2_D_370_230731_8152023_10.qgd,NEXP2,D,370,230731,8152023,10,qgd,2023-08-15T17:46:38Z,no-skip,1483,NA,2023-07-31
NEXP2_D_369_230731_8152023_11.qgd,NEXP2_D_369_230731_8152023_11.qgd,NEXP2,D,369,230731,8152023,11,qgd,2023-08-15T17:46:38Z,no-skip,1484,NA,2023-07-31
NEXP2_D_345_230731_8152023_12.qgd,NEXP2_D_345_230731_8152023_12.qgd,NEXP2,D,345,230731,8152023,12,qgd,2023-08-15T17:46:38Z,no-skip,1485,NA,2023-07-31
NEXP2_D_331_230731_8152023_13.qgd,NEXP2_D_331_230731_8152023_13.qgd,NEXP2,D,331,230731,8152023,13,qgd,2023-08-15T17:46:38Z,leak-blank,1486,NA,2023-07-31
NEXP2_D_363_230731_8152023_14.qgd,NEXP2_D_363_230731_8152023_14.qgd,NEXP2,D,363,230731,8152023,14,qgd,2023-08-15T17:46:38Z,no-skip,1487,NA,2023-07-31
NEXP2_D_364_230731_8152023_15.qgd,NEXP2_D_364_230731_8152023_15.qgd,NEXP2,D,364,230731,8152023,15,qgd,2023-08-15T17:46:38Z,no-skip,1488,NA,2023-07-31
NEXP2_D_344_230731_8152023_16.qgd,NEXP2_D_344_230731_8152023_16.qgd,NEXP2,D,344,230731,8152023,16,qgd,2023-08-15T17:46:38Z,no-skip,1489,NA,2023-07-31
NEXP2_D_362_230731_8152023_17.qgd,NEXP2_D_362_230731_8152023_17.qgd,NEXP2,D,362,230731,8152023,17,qgd,2023-08-15T17:46:38Z,no-skip,1490,NA,2023-07-31
NEXP2_D_329_230731_8152023_18.qgd,NEXP2_D_329_230731_8152023_18.qgd,NEXP2,D,329,230731,8152023,18,qgd,2023-08-15T17:46:38Z,no-skip,1491,NA,2023-07-31
NEXP2_D_328_230731_8152023_19.qgd,NEXP2_D_328_230731_8152023_19.qgd,NEXP2,D,328,230731,8152023,19,qgd,2023-08-15T17:46:38Z,no-skip,1492,NA,2023-07-31
NEXP2_D_346_230731_8152023_20.qgd,NEXP2_D_346_230731_8152023_20.qgd,NEXP2,D,346,230731,8152023,20,qgd,2023-08-15T17:46:38Z,no-skip,1493,NA,2023-07-31
NEXP2_D_357_230731_redo_8162023_21.qgd,NEXP2_D_357_230731redo_8162023_21.qgd,NEXP2,D,357,230731redo,8162023,21,qgd,2023-08-16T10:35:18Z,no-skip,1494,NA,2023-07-31
NEXP2_D_331_230731_redo_8162023_22.qgd,NEXP2_D_331_230731redo_8162023_22.qgd,NEXP2,D,331,230731redo,8162023,22,qgd,2023-08-16T10:35:18Z,no-skip,1495,NA,2023-07-31
NEXP2_D_300_230731_8182023_02.qgd,NEXP2_D_300_230731_8182023_02.qgd,NEXP2,D,300,230731,8182023,02,qgd,2023-08-18T18:10:57Z,no-skip,1541,NA,2023-07-31
NEXP2_D_301_230731_8182023_03.qgd,NEXP2_D_301_230731_8182023_03.qgd,NEXP2,D,301,230731,8182023,03,qgd,2023-08-18T18:10:57Z,no-skip,1542,NA,2023-07-31
NEXP2_D_307_230731_8182023_04.qgd,NEXP2_D_307_230731_8182023_04.qgd,NEXP2,D,307,230731,8182023,04,qgd,2023-08-18T18:10:57Z,no-skip,1543,NA,2023-07-31
NEXP2_D_311_230731_8182023_05.qgd,NEXP2_D_311_230731_8182023_05.qgd,NEXP2,D,311,230731,8182023,05,qgd,2023-08-18T18:10:57Z,no-skip,1544,NA,2023-07-31
NEXP2_D_302_230731_8182023_06.qgd,NEXP2_D_302_230731_8182023_06.qgd,NEXP2,D,302,230731,8182023,06,qgd,2023-08-18T18:10:57Z,no-skip,1545,NA,2023-07-31
NEXP2_D_305_230731_8182023_07.qgd,NEXP2_D_305_230731_8182023_07.qgd,NEXP2,D,305,230731,8182023,07,qgd,2023-08-18T18:10:57Z,no-skip,1546,NA,2023-07-31
NEXP2_D_312_230731_8182023_08.qgd,NEXP2_D_312_230731_8182023_08.qgd,NEXP2,D,312,230731,8182023,08,qgd,2023-08-18T18:10:57Z,no-skip,1547,NA,2023-07-31
NEXP2_D_310_230731_8182023_09.qgd,NEXP2_D_310_230731_8182023_09.qgd,NEXP2,D,310,230731,8182023,09,qgd,2023-08-18T18:10:57Z,no-skip,1548,NA,2023-07-31
NEXP2_D_303_230731_8182023_10.qgd,NEXP2_D_303_230731_8182023_10.qgd,NEXP2,D,303,230731,8182023,10,qgd,2023-08-18T18:10:57Z,no-skip,1549,NA,2023-07-31
NEXP2_D_308_230731_8182023_11.qgd,NEXP2_D_308_230731_8182023_11.qgd,NEXP2,D,308,230731,8182023,11,qgd,2023-08-18T18:10:57Z,no-skip,1550,NA,2023-07-31
NEXP2_D_318_230731_8182023_12.qgd,NEXP2_D_318_230731_8182023_12.qgd,NEXP2,D,318,230731,8182023,12,qgd,2023-08-18T18:10:57Z,no-skip,1551,NA,2023-07-31
